X1,X2,X3,X4,X5,X6,X7,class
0.746932842768729,0.161884829169139,0.140955245355144,0.583560824161395,0.144622108200565,0.336816131835803,0.264085302129388,1
0.685184835223481,0.543760832631961,0.123295781202614,0.692513986723498,0.291901501361281,0.00539996149018407,0.403935934882611,0
0.245475998381153,0.0517289377748966,0.26919708144851,0.864630708470941,0.0558448801748455,0.226046127732843,0.643893802538514,0
0.284447416896001,0.0520230699330568,0.19453017693013,0.554029331775382,0.204383614007384,0.67474200646393,0.584669303614646,0
0.451972152572125,0.858497081790119,0.320466553326696,0.665243762545288,0.427008934319019,0.662678283639252,0.834946397226304,1
0.735916769597679,0.917404006933793,0.991312626982108,0.548838176066056,0.160300337709486,0.807111313799396,0.979957634350285,1
0.290783272590488,0.523044843459502,0.654543015640229,0.486752321012318,0.304611256578937,0.413683120859787,0.101503198733553,0
0.0960991012398154,0.832644248148426,0.853431117953733,0.590269535314292,0.823874186724424,0.118293810170144,0.58635878469795,0
0.0951648713089526,0.742613433394581,0.399133644532412,0.365147184114903,0.704795059747994,0.219660270027816,0.451671718619764,0
0.979802730260417,0.0592664312571287,0.939584537409246,0.765000966610387,0.784327157307416,0.192397443577647,0.661182211479172,1
0.747712324839085,0.744696671841666,0.683352399151772,0.437378508970141,0.543606523657218,0.0389354524668306,0.0234058371279389,1
0.92379611171782,0.229770526988432,0.563540965784341,0.00549142621457577,0.840885669458658,0.726855342742056,0.23356258822605,1
0.460572879295796,0.380735489772633,0.913159882416949,0.57293596980162,0.515296334167942,0.247539757518098,0.705114966956899,1
0.139519652351737,0.472288111690432,0.981318138539791,0.585658525815234,0.121075234143063,0.285341114038602,0.639543716562912,0
0.947512933518738,0.482136351754889,0.454954069340602,0.807347990339622,0.342614099383354,0.820412443485111,0.0694587416946888,1
0.986314764944836,0.808969591278583,0.674183013150468,0.359987628413364,0.324197702575475,0.207135492935777,0.506090115755796,1
0.883600060595199,0.581009493442252,0.438100084429607,0.820320963393897,0.220334408106282,0.126471027033404,0.625590413575992,1
0.869576696539298,0.699974252609536,0.432412920054048,0.846353625645861,0.562323733232915,0.561875630170107,0.976620987523347,1
0.556919454364106,0.0519527429714799,0.44238641182892,0.150859941262752,0.728020608657971,0.296874676598236,0.106530144810677,1
0.184503210475668,0.920768233016133,0.0330144176259637,0.846570985391736,0.828251895494759,0.881732020992786,0.100624008104205,0
0.0907658538781106,0.415731199318543,0.48585698986426,0.932318531675264,0.540148673579097,0.711434805998579,0.925359709654003,1
0.358691193396226,0.553435615729541,0.995829439954832,0.191270514391363,0.0580983988475055,0.966413114219904,0.77838263544254,0
0.150468136416748,0.301259029423818,0.697605614317581,0.290844464907423,0.98779289261438,0.289761925814673,0.748636500444263,0
0.274561112048104,0.974001815775409,0.845622749067843,0.354204974137247,0.434618528233841,0.71561091253534,0.727708227001131,1
0.525254423962906,0.0452976082451642,0.527048960793763,0.349146293010563,0.915218167006969,0.405676354188472,0.645501278573647,1
0.377432000823319,0.0555171873420477,0.579422431765124,0.253832248738036,0.195148942992091,0.843072306830436,0.126274642068893,0
0.326658140635118,0.502074416261166,0.993763742269948,0.576552913989872,0.526433679740876,0.461705907247961,0.100692890584469,0
0.658381888410076,0.796402842039242,0.780364453326911,0.402322080684826,0.243890297133476,0.0873159151524305,0.686450326116756,1
0.29238359327428,0.335259293671697,0.519476555520669,0.415358215337619,0.960474550258368,0.991690568858758,0.0931400742847472,0
0.724118740065023,0.987133435439318,0.0175149505957961,0.221970305778086,0.31745069893077,0.132664274657145,0.542413884075359,1
0.917860072338954,0.986513467039913,0.992182783549652,0.660949823446572,0.392875352641568,0.82411622419022,0.494134825887159,1
0.515590843511745,0.634654999244958,0.290966094005853,0.0420396882109344,0.273905560839921,0.846869217697531,0.046445693820715,1
0.813741239253432,0.947134654736146,0.964547799900174,0.698887488804758,0.0912286809179932,0.521339483326301,0.0788175771012902,1
0.506834458792582,0.406869254540652,0.760363302426413,0.515726582147181,0.448420517612249,0.247648052871227,0.558911943109706,1
0.563707939581946,0.289498634170741,0.164754412369803,0.559685709187761,0.203874516300857,0.269030461087823,0.549902575323358,1
0.557243729010224,0.452999340603128,0.0850897636264563,0.97582638845779,0.381750602275133,0.358517591608688,0.73173419223167,1
0.297953611938283,0.99826372298412,0.932636694982648,0.915654056239873,0.523702484788373,0.0282520765904337,0.253751795971766,0
0.419576285406947,0.234065030468628,0.088542650686577,0.218911723932251,0.963099833345041,0.0301099128555506,0.381416243966669,0
0.371038995217532,0.714786027790979,0.804133790079504,0.0688553806394339,0.973850929643959,0.790820952737704,0.848106579156592,0
0.0363396902102977,0.173731574555859,0.630302262725309,0.163300841813907,0.848535092547536,0.555314179975539,0.934499191120267,1
0.18019323493354,0.901906517101452,0.752073205076158,0.905261878389865,0.63813499128446,0.915809215046465,0.445363661274314,0
0.555707331513986,0.953445610124618,0.383435210911557,0.737015387509018,0.240543052786961,0.977680684765801,0.141464886022732,1
0.324025955284014,0.649082261137664,0.58025733823888,0.047702923649922,0.198102090274915,0.191251891199499,0.338026648387313,0
0.289366538636386,0.448217630852014,0.643794438336045,0.609091878170148,0.340156275546178,0.223625832237303,0.815202373079956,0
0.0281480583362281,0.682750654639676,0.11040275869891,0.419397579040378,0.809923730557784,0.728797588031739,0.818823857232928,0
0.0741995039861649,0.827254661591724,0.960007736459374,0.349187070969492,0.455606433562934,0.823618542170152,0.496751111699268,0
0.0365673368796706,0.558559599565342,0.955575546715409,0.0392623133957386,0.286782261449844,0.00125429569743574,0.698957244865596,0
0.406969435280189,0.390544022200629,0.24921451904811,0.0573274823836982,0.261349760228768,0.181867694249377,0.67990420316346,0
0.0345779112540185,0.88556269952096,0.947452248539776,0.873343128478155,0.482225521700457,0.900978484423831,0.49167577829212,0
0.953639274695888,0.672118107788265,0.717612883541733,0.285330580547452,0.278769583906978,0.473112887702882,0.518902107840404,1
0.816523539600894,0.486584451049566,0.60385136352852,0.993644358823076,0.755413422361016,0.923703921260312,0.0994252299424261,1
0.0564257903024554,0.120098286774009,0.906203015241772,0.0621221582405269,0.483891405863687,0.327358053298667,0.896942736813799,0
0.455877244705334,0.244059479562566,0.0578442283440381,0.175701861036941,0.739850616082549,0.248301811050624,0.624159171245992,0
0.625332500552759,0.838783896761015,0.383153280708939,0.186026753857732,0.618770917411894,0.348247224697843,0.295904616592452,1
0.986528045032173,0.229566534049809,0.918614759575576,0.269653533119708,0.183868825435638,0.02434884570539,0.414654491003603,0
0.90016832225956,0.485066614346579,0.896141804987565,0.238114222884178,0.138885726220906,0.435299002565444,0.0757229831069708,1
0.506966484710574,0.836882847594097,0.317018937319517,0.228327224031091,0.495468375971541,0.113309500040486,0.491312384372577,1
0.366680132923648,0.217831556219608,0.150083281099796,0.278409461723641,0.744542785687372,0.947762156371027,0.553817650303245,0
0.180903868051246,0.27000941731967,0.140566861955449,0.672228680923581,0.0913500778842717,0.377530383877456,0.18053896445781,0
0.429601910756901,0.53944875462912,0.481351403519511,0.75916934129782,0.939771392615512,0.572697894880548,0.591034769080579,1
0.368640997447073,0.164727837778628,0.88449984928593,0.0392440420109779,0.649592395406216,0.744695397559553,0.708531405776739,0
0.197323454776779,0.720954145537689,0.470418052980676,0.265085386810824,0.0142177275847644,0.855311469640583,0.0904057114385068,0
0.95579069154337,0.913074158132076,0.820866856724024,0.0808793867472559,0.242769369389862,0.470790860708803,0.78714429656975,1
0.071094990009442,0.547411514446139,0.658377470448613,0.692943493835628,0.697909626178443,0.773117371369153,0.690420500235632,0
0.67102567339316,0.960051584756002,0.300378339132294,0.675148346927017,0.660796995041892,0.396098192315549,0.581053075613454,1
0.236101077171043,0.335874043870717,0.0821666817646474,0.198547872481868,0.790163041325286,0.584658698644489,0.161737921880558,0
0.749893881380558,0.0425824392586946,0.915463173529133,0.651920466450974,0.779479287564754,0.723215071484447,0.899363896576688,1
0.614952600328252,0.262902532704175,0.788126039551571,0.558446267619729,0.314674406545237,0.773454452166334,0.753723131725565,1
0.454066655598581,0.768818611511961,0.212922992650419,0.870371184078977,0.27248597657308,0.266299674520269,0.829088096041232,1
0.531388920033351,0.400012784637511,0.295266494387761,0.353342645335943,0.297297141281888,0.671603712253273,0.786053627030924,1
0.952456215396523,0.965960282832384,0.937368872808293,0.594127003336325,0.774298198753968,0.370525331003591,0.695089840795845,1
0.0674072960391641,0.608511246042326,0.898765832884237,0.853676429018378,0.242519439430907,0.956602332415059,0.543678862042725,1
